"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB"
"1368","FDO03",10.395,"Regular",0.036876003,"Meat",228.3352,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1369","DRK13",13.5975651466952,"Low Fat",0.201643565,"Soft Drinks",197.7084,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1370","FDX13",7.725,"Low Fat",0.079978878,"Canned",248.3092,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"1371","FDF52",9.3,"Low Fat",0.066783292,"Frozen Foods",183.0292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1372","FDT11",5.94,"Regular",0.029347924,"Breads",188.4556,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1373","FDB08",6.055,"Low Fat",0,"Fruits and Vegetables",160.1578,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1374","FDQ28",14,"Regular",0,"Frozen Foods",155.6656,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1375","FDD29",12.15,"Low Fat",0.018447852,"Frozen Foods",252.6698,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"1376","NCQ29",22.015392666914,"Low Fat",0.103725396,"Health and Hygiene",261.7278,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1377","NCO02",11.15,"Low Fat",0.073307104,"Others",65.2142,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1378","FDR56",15.5,"Regular",0.168661356,"Fruits and Vegetables",195.8768,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"1379","NCM54",17.7,"Low Fat",0.051018257,"Household",125.2678,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1380","FDP51",13.85,"Regular",0.085258864,"Meat",116.8124,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1381","FDT38",18.7,"Low Fat",0.057489563,"Dairy",84.7566,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1382","FDZ20",16.1,"Low Fat",0.034446714,"Fruits and Vegetables",253.3356,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1383","FDJ53",10.5,"Low Fat",0.071198613,"Frozen Foods",120.6098,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1384","FDX13",7.725,"Low Fat",0.047857249,"Canned",249.2092,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1385","FDP58",11.1,"Low Fat",0.135116764,"Snack Foods",220.4482,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1386","NCK31",11.9920952582259,"Low Fat",0.047357161,"Others",51.9666,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1387","FDA35",14.85,"Regular",0.054056872,"Baking Goods",123.2072,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1388","FDV37",13,"Regular",0.083854075,"Canned",198.7426,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1389","NCO07",8.27450763888979,"Low Fat",0.009728926,"Others",213.656,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1390","FDA20",6.78,"Low Fat",0.066756194,"Fruits and Vegetables",187.324,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"1391","FDZ59",6.63,"Regular",0.104001913,"Baking Goods",168.45,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1392","NCY17",18.2,"Low Fat",0.164018678,"Health and Hygiene",44.9086,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"1393","FDQ28",14,"Regular",0.060415636,"Frozen Foods",153.1656,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1394","FDV35",19.5,"Low Fat",0.128931187,"Breads",154.6314,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"1395","FDQ36",7.855,"Regular",0.161413005,"Baking Goods",35.2848,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1396","FDD34",7.945,"Low Fat",0.01594096,"Snack Foods",163.121,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1397","FDK51",19.85,"Low Fat",0,"Dairy",265.0884,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"1398","FDV31",9.8,"LF",0.106697143,"Fruits and Vegetables",175.637,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1399","FDR04",7.075,"Low Fat",0.022562708,"Frozen Foods",95.9068,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1400","FDR14",11.65,"Low Fat",0.174319632,"Dairy",55.5298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1401","DRC36",13,"Regular",0.075295456,"Soft Drinks",174.4054,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"1402","FDE39",15.2045848402101,"Low Fat",0.063266852,"Dairy",120.6782,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1403","FDP57",17.5,"Low Fat",0.052525654,"Snack Foods",104.399,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1404","FDE57",9.6,"Low Fat",0.036285125,"Fruits and Vegetables",141.2154,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1405","NCN18",8.895,"Low Fat",0.12471467,"Household",111.4544,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1406","NCQ05",11.395,"Low Fat",0.021694101,"Health and Hygiene",150.0708,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1407","FDW47",15,"LF",0.046366458,"Breads",119.9414,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1408","FDV46",18.2,"Low Fat",0.012605492,"Snack Foods",137.818,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1409","NCP29",8.42,"Low Fat",0.112498699,"Health and Hygiene",62.8168,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"1410","FDE09",8.775,"Low Fat",0.021691386,"Fruits and Vegetables",110.5228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1411","NCU06",7.22787341503953,"Low Fat",0.074046742,"Household",229.801,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1412","FDT19",7.59,"Regular",0.242768664,"Fruits and Vegetables",173.708,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"1413","DRF15",18.35,"Low Fat",0.033401862,"Dairy",152.234,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"1414","DRI51",17.25,"Low Fat",0.042206477,"Dairy",170.2764,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1415","NCX54",9.195,"Low Fat",0.048019877,"Household",104.2622,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1416","DRE01",10.1,"Low Fat",0.167016095,"Soft Drinks",241.5512,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1417","NCB07",19.2,"Low Fat",0.077664737,"Household",195.511,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"1418","FDU50",5.75,"Regular",0.075155997,"Dairy",114.1176,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1419","FDG40",13.65,"Low Fat",0.039816816,"Frozen Foods",34.1558,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1420","FDW10",21.2,"Low Fat",0.070964186,"Snack Foods",175.637,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1421","FDX51",9.5,"Regular",0.022040367,"Meat",194.1452,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1422","NCP17",19.35,"Low Fat",0.027770577,"Health and Hygiene",63.1168,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"1423","FDP21",7.42,"reg",0.025735975,"Snack Foods",187.7872,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1424","FDL04",19,"Low Fat",0.112150406,"Frozen Foods",105.2622,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"1425","FDV23",11,"Low Fat",0.105748691,"Breads",123.1046,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1426","FDF24",15.5,"Regular",0.025370468,"Baking Goods",81.1934,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1427","FDH56",20.5133522093903,"Regular",0.063508168,"Fruits and Vegetables",113.8492,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1428","FDB51",6.92,"Low Fat",0.038513862,"Dairy",61.5852,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1429","FDI58",14.7101386463726,"Regular",0.070362085,"Snack Foods",95.112,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1430","FDR20",20,"Regular",0.028100349,"Fruits and Vegetables",46.9744,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1431","FDC51",10.895,"Regular",0.009661057,"Dairy",122.973,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1432","FDB16",5.66856828209422,"Low Fat",0.044708228,"Dairy",86.2198,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1433","FDE40",15.6,"Regular",0.099297902,"Dairy",60.5194,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1434","NCM17",7.93,"Low Fat",0.071122419,"Health and Hygiene",43.7086,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1435","FDU56",16.85,"Low Fat",0,"Fruits and Vegetables",185.3266,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1436","FDS32",16.9754007687666,"Regular",0.051920175,"Fruits and Vegetables",140.9838,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1437","FDX02",16,"Low Fat",0.057148803,"Dairy",224.3404,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1438","FDT39",19.8042289648962,"reg",0.009820129,"Meat",152.7366,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1439","FDE35",7.06,"Regular",0.044148717,"Starchy Foods",56.9904,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"1440","NCI42",8.45601742586824,"Low Fat",0.018148732,"Household",210.1954,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1441","DRL23",18.35,"Low Fat",0.015304311,"Hard Drinks",105.7938,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1442","FDA10",20.35,"Low Fat",0.141816013,"Snack Foods",122.2072,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1443","FDA11",7.75,"Low Fat",0.04320284,"Baking Goods",95.6436,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1444","NCM06",7.475,"low fat",0.075727897,"Household",154.7656,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1445","NCT05",10.895,"Low Fat",0.020947887,"Health and Hygiene",257.5672,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1446","NCQ02",12.6,"Low Fat",0.012480591,"Household",186.2556,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"1447","NCY06",15.25,"Low Fat",0.06127993,"Household",129.6968,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1448","FDY56",16.35,"Regular",0.062399603,"Fruits and Vegetables",224.7062,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1449","FDL02",20,"Regular",0.104063695,"Canned",104.5622,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1450","NCI06",11.3,"LF",0.047708667,"Household",178.366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1451","FDQ14",9.27,"Low Fat",0.061912597,"Dairy",150.105,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"1452","FDQ12",12.65,"Low Fat",0.035611045,"Baking Goods",228.301,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"1453","FDP36",10.395,"Regular",0.091172403,"Baking Goods",48.6008,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1454","FDK21",12.1487825594455,"Low Fat",0.009963834,"Snack Foods",250.8408,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1455","FDO40",17.1,"Low Fat",0.032694281,"Frozen Foods",147.8392,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"1456","NCK54",9.31713229632637,"low fat",0,"Household",117.515,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1457","FDY09",15.6,"Low Fat",0.025302804,"Snack Foods",176.8054,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1458","NCW30",5.21,"Low Fat",0.011027014,"Household",260.6962,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1459","NCC55",22.2339093877688,"LF",0,"Household",36.2848,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1460","FDE58",18.5,"Low Fat",0.052280828,"Snack Foods",117.3124,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1461","FDR39",20.35,"Low Fat",0.083729547,"Meat",184.4292,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1462","FDU28",19.2,"Regular",0.094064368,"Frozen Foods",187.0214,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1463","FDH08",7.51,"Low Fat",0.017527666,"Fruits and Vegetables",228.001,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"1464","FDG35",21.2,"Regular",0.007055259,"Starchy Foods",175.4738,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"1465","FDG22",17.6,"Regular",0.041445492,"Snack Foods",35.219,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1466","FDC34",16,"Regular",0.172726426,"Snack Foods",156.7972,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1467","FDP15",15.2,"Low Fat",0.084284513,"Meat",254.933,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1468","FDK34",13.35,"Low Fat",0.06448577,"Snack Foods",239.4564,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"1469","FDU45",15.6,"Regular",0.035499428,"Snack Foods",115.7518,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1470","FDQ04",3.15048725348677,"LF",0.084343183,"Frozen Foods",39.7796,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1471","FDX22",6.785,"Regular",0.023068402,"Snack Foods",209.7928,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1472","FDB45",20.85,"Low Fat",0.021450443,"Fruits and Vegetables",103.6306,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"1473","NCH43",12.2940785111943,"Low Fat",0.070227182,"Household",217.1192,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1474","DRE60",9.395,"Low Fat",0.159334462,"Soft Drinks",224.372,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1475","FDD17",3.22389169327481,"Low Fat",0.032468955,"Frozen Foods",236.1906,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1476","NCM54",17.7,"Low Fat",0.051227193,"Household",127.2678,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"1477","NCH55",16.35,"Low Fat",0.034643462,"Household",127.402,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1478","NCT06",17.1,"Low Fat",0.038956669,"Household",165.1842,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"1479","FDA48",4.40032606429034,"Low Fat",0.114317778,"Baking Goods",221.5114,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1480","FDY58",12.5988531691483,"Low Fat",0.039725274,"Snack Foods",228.2694,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1481","FDO25",6.3,"Low Fat",0.127707501,"Canned",211.327,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"1482","FDN50",16.85,"Regular",0.026573609,"Canned",94.912,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"1483","FDH35",18.25,"Low Fat",0.060237241,"Starchy Foods",164.9526,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1484","FDK09",15.2,"Low Fat",0.091949401,"Snack Foods",227.4352,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"1485","FDO16",5.48,"Low Fat",0.015095622,"Frozen Foods",82.325,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1486","FDW11",12.6,"Low Fat",0.048881014,"Breads",63.7194,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"1487","FDU47",13.800641969036,"Regular",0,"Breads",140.3838,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1488","NCQ42",20.35,"Low Fat",0.065726925,"Household",128.6678,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"1489","FDK55",11.6069103338494,"Low Fat",0.025636945,"Meat",89.1172,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1490","FDN08",7.72,"Regular",0.088502045,"Fruits and Vegetables",116.2466,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1491","FDT57",15.2,"Low Fat",0.019073386,"Snack Foods",237.7248,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"1492","FDJ12",8.895,"Regular",0.039200151,"Baking Goods",207.5296,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1493","DRL59",16.75,"Low Fat",0.021344178,"Hard Drinks",52.2298,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"1494","NCN53",5.175,"Low Fat",0.030355463,"Health and Hygiene",35.0874,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1495","FDO51",6.785,"Regular",0.07027007,"Meat",43.9112,"OUT010",1998,"High","Tier 3","Grocery Store",21
"1496","FDK56",9.695,"Low Fat",0.130733334,"Fruits and Vegetables",188.3898,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"1497","FDY12",9.8,"Regular",0.140584452,"Baking Goods",52.3008,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1498","FDU15",13.65,"Regular",0.026597059,"Meat",36.3532,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1499","FDQ19",7.35,"Regular",0.014365128,"Fruits and Vegetables",242.8512,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1500","DRF15",18.35,"Low Fat",0.033281349,"Dairy",154.134,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"1501","DRE25",11.7954750107916,"Low Fat",0.128309411,"Soft Drinks",92.112,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1502","FDK57",10.195,"Low Fat",0.080619969,"Snack Foods",119.144,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1503","FDD33",12.85,"Low Fat",0.181092301,"Fruits and Vegetables",231.6642,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"1504","FDR34",13.6456086658045,"Regular",0.015887996,"Snack Foods",228.6352,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1505","FDU04",7.93,"Low Fat",0.005559688,"Frozen Foods",121.2414,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"1506","FDE35",16.6364811349023,"Regular",0.07686393,"Starchy Foods",60.4904,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1507","NCD31",12.1,"Low Fat",0.015431545,"Household",162.7526,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1508","FDJ56",8.985,"LF",0.183368339,"Fruits and Vegetables",100.07,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1509","NCU53",5.485,"Low Fat",0.042751812,"Health and Hygiene",164.5842,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1510","FDD39",16.7,"Low Fat",0.070141633,"Dairy",214.985,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1511","NCU17",14.5135676061146,"Low Fat",0.162626685,"Health and Hygiene",103.6674,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1512","FDJ20",20.7,"Regular",0.100174939,"Fruits and Vegetables",123.2388,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1513","NCW41",18,"Low Fat",0.015513314,"Health and Hygiene",156.9604,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1514","FDL52",6.635,"Regular",0.046081489,"Frozen Foods",38.0506,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1515","FDS39",6.895,"Low Fat",0.022456327,"Meat",141.2812,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1516","DRJ47",18.25,"Low Fat",0.044340045,"Hard Drinks",173.908,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"1517","FDP13",8.1,"Regular",0.224830093,"Canned",40.248,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"1518","DRK39",7.02,"LF",0.083464455,"Dairy",82.425,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"1519","FDF28",15.7,"Regular",0.06337778,"Frozen Foods",126.2046,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"1520","FDB09",16.25,"Low Fat",0.057512493,"Fruits and Vegetables",125.5046,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"1521","FDM51",11.8,"Regular",0.025926223,"Meat",99.9674,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1522","DRM49",6.11,"Regular",0.152573001,"Soft Drinks",45.1086,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1523","DRF23",4.61,"Low Fat",0.122550245,"Hard Drinks",176.1396,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"1524","DRH01",17.5,"Low Fat",0.097885516,"Soft Drinks",172.6738,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"1525","FDH12",5.7756413866936,"Low Fat",0.08454227,"Baking Goods",107.128,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"1526","FDA28",20.5559549801498,"Regular",0.083694927,"Frozen Foods",124.8362,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1527","FDW37",19.2,"Low Fat",0.124555719,"Canned",90.3488,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1528","FDF02",16.2,"Low Fat",0.103473165,"Canned",103.799,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1529","DRL37",15.5,"Low Fat",0.053372178,"Soft Drinks",43.377,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1530","NCF43",8.51,"low fat",0.051945908,"Household",141.547,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"1531","FDH08",7.51,"Low Fat",0.029172707,"Fruits and Vegetables",228.201,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"1532","FDR34",17.4632559609333,"Regular",0.027953194,"Snack Foods",229.4352,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"1533","NCK19",9.8,"LF",0.09060629,"Others",195.0478,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1534","NCD55",14,"Low Fat",0.024430294,"Household",42.6454,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"1535","FDT27",11.395,"Regular",0.069695361,"Meat",233.7616,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"1536","FDQ57",7.275,"Low Fat",0.02800432,"Snack Foods",146.976,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
