"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Item_Outlet_Sales"
"633","NCB18",19.6,"Low Fat",0.041524729,"Household",87.8514,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1623.86522478287
"634","FDM16",8.155,"Regular",0.033607569,"Frozen Foods",74.2354,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1103.11918785428
"635","FDW25",5.175,"Low Fat",0.0375513,"Canned",84.1224,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1386.00270925884
"636","FDB35",12.3,"Regular",0.108158918,"Starchy Foods",91.2804,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,234.56667140158
"637","DRN11",7.85,"Low Fat",0.162844648,"Hard Drinks",143.2444,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2161.95124673672
"638","FDF41",12.5,"Low Fat",0.19308623,"Frozen Foods",248.246,"OUT019",1985,"Small","Tier 1","Grocery Store",34,588.521539243036
"639","FDH16",10.5,"Low Fat",0.05266193,"Frozen Foods",88.183,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1346.37416104073
"640","NCQ50",18.75,"Low Fat",0.034447102,"Household",212.5218,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3002.43717367902
"641","DRH23",14.65,"Low Fat",0.171012056,"Hard Drinks",57.1614,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,895.437145158136
"642","DRJ37",10.8,"Low Fat",0.061050536,"Soft Drinks",151.9024,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2615.26084654593
"643","DRJ24",12.5,"Low Fat",0.112780422,"Soft Drinks",184.7924,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5076.81066070324
"644","FDY16",18.35,"Regular",0.092209315,"Frozen Foods",183.4266,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3209.74153524226
"645","FDQ27",5.19,"Regular",0.044342366,"Meat",105.199,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1861.49103936271
"646","FDZ33",10.195,"Low Fat",0.107614855,"Snack Foods",148.6076,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2235.21611994965
"647","FDF29",15.1,"Regular",0.019974614,"Frozen Foods",131.331,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2066.52441261789
"648","FDA08",11.85,"Regular",0.050163021,"Fruits and Vegetables",163.1526,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3236.07302940083
"649","FDG31",12.15,"Low Fat",0,"Meat",65.1826,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1158.44157155503
"650","FDE34",12.5,"Low Fat",0,"Snack Foods",183.3634,"OUT019",1985,"Small","Tier 1","Grocery Store",34,512.263178965932
"651","NCR30",12.5,"Low Fat",0.070649186,"Household",73.7696,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2084.87087104196
"652","FDV33",9.6,"Regular",0.02733844,"Snack Foods",258.1304,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3848.4304986531
"653","DRZ24",7.535,"Low Fat",0,"Soft Drinks",120.244,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1520.22726149612
"654","NCL54",12.6,"Low Fat",0.082738167,"Household",173.5054,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3556.94491961348
"655","FDR12",12.6,"Regular",0.031583781,"Baking Goods",172.8764,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3072.50061579449
"656","NCC54",17.75,"Low Fat",0.097710924,"Health and Hygiene",241.9196,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,4925.55640077505
"657","DRN59",15,"Low Fat",0,"Hard Drinks",45.906,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,847.398452194838
"658","FDX50",12.5,"Low Fat",0.130662596,"Dairy",110.3228,"OUT019",1985,"Small","Tier 1","Grocery Store",34,315.931916298153
"659","FDV31",12.5,"Low Fat",0.106200539,"Fruits and Vegetables",178.437,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4769.97977966424
"660","NCA29",12.5,"Low Fat",0.027144323,"Household",172.8106,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4653.98317898486
"661","FDW60",5.44,"Regular",0.017088476,"Baking Goods",176.837,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3123.96504515372
"662","FDX08",12.85,"Low Fat",0.022731909,"Fruits and Vegetables",182.4318,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3103.72715653775
"663","DRD49",9.895,"Low Fat",0.167691399,"Soft Drinks",236.4564,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,4047.66072650347
"664","FDD33",12.85,"Low Fat",0.108192641,"Fruits and Vegetables",231.2642,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3735.28223954331
"665","FDW35",10.6,"Low Fat",0.011079996,"Breads",42.2454,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,812.805827032094
"666","FDJ36",14.5,"Regular",0.128985562,"Baking Goods",102.9332,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1796.8685408685
"667","FDV51",16.35,"Low Fat",0.032532744,"Meat",166.3842,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3200.80652726228
"668","FDW36",11.15,"Low Fat",0.056932641,"Baking Goods",106.4622,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1835.6447614512
"669","FDH35",18.25,"Low Fat",0.060248633,"Starchy Foods",165.2526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2798.70398765299
"670","NCS30",12.5,"Low Fat",0.092575723,"Household",130.9652,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2979.59868965916
"671","FDN49",17.25,"Regular",0.125932787,"Breakfast",38.248,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,715.446805228632
"672","FDL08",10.8,"Low Fat",0.04992156,"Fruits and Vegetables",246.0144,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3335.91667138263
"673","FDI09",20.75,"Regular",0.129229963,"Seafood",240.088,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3262.46676802585
"674","FDP19",11.5,"Low Fat",0.174222894,"Fruits and Vegetables",129.4652,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1550.91008355255
"675","FDU21",11.8,"Regular",0.128414313,"Snack Foods",33.0558,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,125.380441956479
"676","NCP41",16.6,"Low Fat",0.016243582,"Health and Hygiene",107.6596,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1610.91268772264
"677","FDY10",17.6,"Low Fat",0.049027044,"Snack Foods",112.6176,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2062.45757422121
"678","FDP12",9.8,"Regular",0.045451204,"Baking Goods",36.2874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,619.25583074926
"679","NCN26",10.85,"Low Fat",0.028724484,"Household",116.0808,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2047.31543084796
"680","FDK44",16.6,"Low Fat",0.122125769,"Fruits and Vegetables",174.4738,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2645.59883836971
"681","FDC28",7.905,"Low Fat",0.055072409,"Frozen Foods",109.1254,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1662.40496812127
"682","FDJ41",12.5,"Low Fat",0.022772467,"Frozen Foods",263.2594,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5494.01316648905
"683","NCT29",12.6,"Low Fat",0.064098602,"Health and Hygiene",123.5414,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2245.16532378589
"684","NCH42",12.5,"Low Fat",0.063972131,"Household",228.401,"OUT019",1985,"Small","Tier 1","Grocery Store",34,546.684930426963
"685","FDU60",20,"Regular",0.060145056,"Baking Goods",167.1132,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2414.04153761743
"686","FDS02",10.195,"Regular",0.14616317,"Dairy",193.1794,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3115.69140269933
"687","FDC51",10.895,"Regular",0.009621861,"Dairy",123.073,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2024.8061317032
"688","FDU03",18.7,"Regular",0.091501713,"Meat",182.6292,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3255.26555682445
"689","FDX39",14.3,"Regular",0.049776901,"Meat",211.7586,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3706.32599531756
"690","NCY05",13.5,"Low Fat",0.092042001,"Health and Hygiene",36.6874,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,137.674215320358
"691","NCL06",12.5,"Low Fat",0.071717648,"Household",259.9594,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,6009.7770488649
"692","FDD32",17.7,"Regular",0,"Fruits and Vegetables",80.0276,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1425.59889668229
"693","NCN41",17,"Low Fat",0.052315184,"Health and Hygiene",122.773,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2077.0100356042
"694","NCX53",20.1,"Low Fat",0.014961062,"Health and Hygiene",141.5154,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2362.95774966457
"695","FDU57",12.5,"Regular",0.15679782,"Snack Foods",149.8708,"OUT019",1985,"Small","Tier 1","Grocery Store",34,441.242860297862
"696","FDQ23",6.55,"Low Fat",0.024525828,"Breads",104.0332,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2073.26733934551
"697","FDQ52",17,"Low Fat",0.1196271,"Frozen Foods",249.0434,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,4639.43841302376
"698","FDC14",14.5,"Regular",0.041332726,"Canned",40.1454,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,655.143954088953
"699","FDY09",15.6,"Low Fat",0.025195384,"Snack Foods",176.8054,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3526.39806683566
"700","FDQ28",14,"Regular",0.060549609,"Frozen Foods",156.4656,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2455.40577257556
"701","FDV25",5.905,"Low Fat",0.045652243,"Canned",221.0456,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3626.01841191625
"702","FDJ07",7.26,"Low Fat",0.014420795,"Meat",116.215,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1972.00455384781
"703","DRB25",12.3,"Low Fat",0.069567714,"Soft Drinks",106.0938,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1610.22629958828
"704","FDK52",12.5,"Low Fat",0.138701966,"Frozen Foods",225.4062,"OUT019",1985,"Small","Tier 1","Grocery Store",34,633.673668518882
"705","FDY52",12.5,"Low Fat",0.007312702,"Frozen Foods",63.1536,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,1832.95815450978
"706","FDB28",6.615,"Low Fat",0.093385381,"Dairy",197.8426,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3545.09805405905
"707","FDT36",12.3,"Low Fat",0.11125355,"Baking Goods",36.0874,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,682.189703186266
"708","FDV25",5.905,"Low Fat",0.045910471,"Canned",222.1456,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4301.85263015695
"709","NCN07",12.5,"Low Fat",0.033780319,"Others",130.4284,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3003.01979010299
"710","FDC57",20.1,"Regular",0.054903339,"Fruits and Vegetables",193.282,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3258.87444507023
"711","FDQ03",15,"Regular",0.078332053,"Meat",236.7248,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3105.12679828512
"712","FDU23",12.15,"Low Fat",0.021846371,"Breads",167.1184,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3030.5043610473
"713","NCX41",19,"Low Fat",0.017715927,"Health and Hygiene",212.6244,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3407.08883213606
"714","NCD06",13,"Low Fat",0.099306497,"Household",46.706,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,800.546600179763
"715","FDW08",12.1,"Low Fat",0.148682491,"Fruits and Vegetables",106.728,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1438.40035775221
"716","NCU29",7.685,"Low Fat",0.025621558,"Health and Hygiene",145.076,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2432.29591051468
"717","NCE06",5.825,"Low Fat",0.0914091,"Household",160.9894,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2545.46654187605
"718","FDV52",20.7,"Regular",0.19308623,"Frozen Foods",117.9466,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,261.462865370255
"719","FDB02",9.695,"Regular",0.029329243,"Canned",176.637,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3122.01113823232
"720","NCR18",15.85,"Low Fat",0.020529174,"Household",42.9112,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,764.341656736607
"721","FDK16",9.065,"Low Fat",0,"Frozen Foods",94.4094,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1442.42471082274
"722","NCQ29",12,"Low Fat",0.174459878,"Health and Hygiene",258.7278,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,691.161752920981
"723","FDZ01",12.5,"Regular",0.015860869,"Canned",103.499,"OUT019",1985,"Small","Tier 1","Grocery Store",34,316.619376033612
"724","FDW27",5.86,"Regular",0.150824783,"Meat",157.0314,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2542.2648511697
"725","FDD17",7.5,"Low Fat",0.03275986,"Frozen Foods",237.8906,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3633.45354563621
"726","FDW39",6.69,"Regular",0.036879682,"Meat",176.637,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3025.80179414125
"727","DRH59",10.8,"Low Fat",0.058551954,"Hard Drinks",72.638,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1007.25896988098
"728","FDS52",8.89,"Low Fat",0.005469959,"Frozen Foods",101.7016,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1263.02611037363
"729","FDU40",12.5,"Low Fat",0.037222843,"Frozen Foods",195.2478,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4951.15006511522
"730","NCF54",18,"Low Fat",0.047337627,"Household",173.6422,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2796.12530322538
"731","FDH46",6.935,"Regular",0.041366008,"Snack Foods",102.8332,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1797.42846595259
"732","NCP14",8.275,"Low Fat",0.110461228,"Household",103.6306,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1595.3162046899
"733","FDH50",15,"Regular",0,"Canned",185.2266,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3271.91188662581
"734","DRF15",18.35,"Low Fat",0.05559341,"Dairy",153.534,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,401.78276938127
"735","FDV27",12.5,"Regular",0.039796377,"Meat",87.4514,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2415.8347005235
"736","NCJ06",20.1,"Low Fat",0.034706495,"Household",120.1782,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2125.21397337825
"737","FDN02",16.5,"Low Fat",0.074128491,"Canned",205.4638,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2745.53646605966
"738","FDQ51",16,"Regular",0.017578564,"Meat",45.9718,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,915.736353881312
"739","FDQ07",15.1,"Regular",0.087901272,"Fruits and Vegetables",222.7456,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4553.47219343723
"740","FDS45",5.175,"Regular",0.029541813,"Snack Foods",105.1622,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1865.64151675732
"741","NCJ06",20.1,"Low Fat",0.034722896,"Household",121.1782,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1977.79369209306
"742","FDD36",13.3,"Low Fat",0.021269538,"Baking Goods",117.2124,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2080.44717765862
"743","FDY25",12,"Low Fat",0.034043337,"Canned",182.5976,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3032.90882764118
"744","FDU52",7.56,"Low Fat",0.063770861,"Frozen Foods",154.963,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2267.46232878494
"745","DRK47",7.905,"Low Fat",0.064426754,"Hard Drinks",227.0694,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3624.43396627326
"746","NCL30",18.1,"Low Fat",0.049217255,"Household",128.4336,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2261.38892981547
"747","FDN22",18.85,"Regular",0.13827922,"Snack Foods",251.8724,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4247.53225504398
"748","NCF30",12.5,"Low Fat",0.125632716,"Household",126.2362,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3103.38407382048
"749","FDK03",12.6,"Regular",0.073906461,"Dairy",256.2356,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4733.31790246074
"750","FDT45",15.85,"Low Fat",0.057637631,"Snack Foods",55.0956,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,932.791192200102
"751","NCC54",12.5,"Low Fat",0.097237755,"Health and Hygiene",239.6196,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5163.70997506786
"752","FDP08",20.5,"Regular",0.112867957,"Fruits and Vegetables",195.3478,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2668.43302261291
"753","FDU44",12.15,"Regular",0.058425726,"Fruits and Vegetables",163.2552,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3122.70163833311
"754","DRG39",14.15,"Low Fat",0.042173019,"Dairy",52.7982,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,845.735875473545
"755","FDU32",8.785,"Low Fat",0.026007997,"Fruits and Vegetables",121.9414,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1999.64633428059
"756","FDY27",6.38,"Low Fat",0,"Dairy",178.5344,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2683.25260449795
"757","NCP54",15.35,"Low Fat",0.03512042,"Household",123.073,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1967.55901067709
"758","NCZ41",19.85,"Low Fat",0.064521395,"Health and Hygiene",126.4704,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2278.37077381181
"759","DRL49",13.15,"Low Fat",0.056382065,"Soft Drinks",143.4812,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2481.3278759153
"760","FDI05",8.35,"Regular",0.127386531,"Frozen Foods",76.4354,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1083.84308537325
"761","FDY56",16.35,"Regular",0.062537976,"Fruits and Vegetables",226.5062,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,4161.82386954897
"762","DRC13",8.26,"Regular",0.032414575,"Soft Drinks",124.973,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1867.84261289379
"763","NCV29",11.8,"Low Fat",0.022972713,"Health and Hygiene",179.5686,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2959.05225546967
"764","FDR24",17.35,"Regular",0.062949401,"Baking Goods",88.983,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1427.80284234588
"765","FDZ34",6.695,"Low Fat",0.076187616,"Starchy Foods",191.382,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2653.05379915872
"766","FDP37",15.6,"Low Fat",0.143078892,"Breakfast",126.4994,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2196.84554339685
"767","FDX08",12.5,"Low Fat",0.02249459,"Fruits and Vegetables",180.9318,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5081.28724760867
"768","FDS57",15.5,"Low Fat",0.103652052,"Snack Foods",141.447,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2291.67656051193
"769","NCG18",15.3,"Low Fat",0.023013626,"Household",102.4332,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1880.57683224551
"770","FDK25",11.6,"Regular",0.157470693,"Breakfast",168.9474,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2705.29046250622
"771","FDH53",20.5,"Regular",0.019229584,"Frozen Foods",80.9592,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1443.97768705274
"772","DRI59",9.5,"Low Fat",0.041001013,"Hard Drinks",223.0088,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3035.04613227984
"773","FDA52",16.2,"Regular",0.128422279,"Frozen Foods",177.237,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2823.12580128786
"774","FDT20",10.5,"Low Fat",0.069287489,"Fruits and Vegetables",38.3164,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,153.305017922734
"775","FDE36",12.5,"Regular",0.073138055,"Baking Goods",162.5868,"OUT019",1985,"Small","Tier 1","Grocery Store",34,488.096855454831
"776","FDI24",10.3,"Low Fat",0.079189212,"Baking Goods",174.737,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3175.09016864658
"777","FDB28",6.615,"Low Fat",0.093765794,"Dairy",199.2426,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3003.86116919553
"778","FDV11",9.1,"Regular",0.082129741,"Breads",176.9054,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2944.26195276981
"779","FDP01",20.75,"Regular",0.063325948,"Breakfast",154.1682,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2179.19303246993
